,id,company_rating,company_location,total_fleet_count,iata_approved
1856,47547,100%,,1.0,f
1857,33605,100%,Zimbabwe,1.0,t
1858,45590,100%,Turkmenistan,2.0,t
1859,1454,,,1.0,t
1860,37908,100%,Niue,1.0,t
1866,11732,,Tanzania,1.0,t
1867,32836,100%,Isle of Man,1.0,f
1870,24529,,Maldives,2.0,f
1872,24703,,Tanzania,1.0,t
1873,16025,,Switzerland,1.0,f
1874,16966,,Denmark,2.0,t
1876,26504,,Niue,1.0,f
1878,15878,100%,Reunion,1.0,f
1879,23795,100%,Indonesia,1.0,f
1880,48047,,,1.0,t
1884,49653,40%,Marshall Islands,1.0,t
1890,29422,50%,Uzbekistan,1.0,f
1891,11772,,Guinea,1.0,f
1892,27240,,,1.0,t
1893,26089,100%,Jersey,1.0,t
1894,43691,,Anguilla,1.0,t
1897,249,,Nauru,1.0,f
1898,1980,50%,,1.0,t
1899,13595,,,1.0,f
1901,4250,100%,,2.0,f
1902,19519,,,1.0,f
1903,6524,,,1.0,f
1904,15193,100%,Tanzania,2.0,t
1905,25611,,Estonia,1.0,f
1907,16476,86%,Micronesia,1.0,f
1909,4041,,Russian Federation,1.0,f
1912,2080,0%,Malta,1.0,t
1913,15282,100%,Nicaragua,1.0,t
1914,35827,,Kiribati,1.0,f
1915,40759,,Venezuela,1.0,f
1916,9233,,Greenland,1.0,f
1919,44401,100%,United Kingdom,1.0,t
1920,29975,,,1.0,f
1921,39210,100%,,1.0,f
1928,9797,100%,Uzbekistan,1.0,f
1930,6735,,Isle of Man,1.0,t
1931,41073,,Wallis and Futuna,1.0,t
1932,22191,100%,Cape Verde,2.0,f
1935,25197,100%,Nicaragua,4.0,f
1940,15278,,Isle of Man,1.0,t
1943,16685,100%,Reunion,2.0,f
1944,47383,0%,Marshall Islands,1.0,f
1950,36206,86%,Russian Federation,10.0,f
1951,10883,100%,Niger,8.0,t
1954,8302,,Costa Rica,1.0,f
1955,21303,,Nicaragua,1.0,t
1956,17896,,Canada,1.0,f
1960,8695,,Papua New Guinea,1.0,f
1962,6423,,Malta,2.0,t
1967,4093,100%,,1.0,t
1972,22543,100%,,1.0,t
1975,26080,,,1.0,t
1976,4403,,Turkmenistan,1.0,f
1978,5441,89%,,1.0,t
1979,45117,,Brazil,1.0,t
1980,46531,,Niue,2.0,f
1981,35134,,Ecuador,2.0,f
1984,40918,,,1.0,t
1985,39514,,Philippines,1.0,t
1986,38431,,Russian Federation,1.0,t
1989,20579,100%,,1.0,f
1991,17216,100%,Ecuador,2.0,t
1992,31983,100%,French Guiana,1.0,f
1993,42750,,Guinea,1.0,t
1997,43675,70%,Micronesia,2.0,f
1998,2183,100%,Isle of Man,3.0,f
1999,28780,100%,Russian Federation,1.0,t
2003,41230,100%,Togo,2.0,f
2007,30821,,Niger,1.0,t
2008,14579,100%,Uzbekistan,1.0,t
2011,5418,,Philippines,1.0,f
2014,27179,100%,,1.0,f
2019,37491,100%,Lebanon,1.0,t
2020,8533,,Bouvet Island (Bouvetoya),1.0,f
2024,32148,,Nicaragua,1.0,t
2027,476,,Guernsey,1.0,t
2028,34620,100%,Costa Rica,1.0,t
2029,34585,100%,,2.0,t
2030,5112,,Lithuania,1.0,f
2033,11057,100%,,1.0,t
2035,684,,Bouvet Island (Bouvetoya),1.0,f
2036,49077,100%,,1.0,t
2039,35164,,Chad,1.0,f
2045,43798,100%,El Salvador,4.0,t
2050,44837,,Niue,1.0,t
2054,27252,100%,Russian Federation,1.0,f
2057,41316,,Ghana,3.0,f
2063,4517,100%,El Salvador,3.0,t
2065,26704,100%,Malawi,2.0,t
2066,44391,100%,Kiribati,2.0,f
2067,40817,,Lebanon,1.0,f
2069,32839,,,1.0,f
2071,23088,100%,El Salvador,1.0,t
2079,32267,100%,,1.0,t
2080,31141,,Niger,1.0,t
2083,9800,,,1.0,f
2084,46024,100%,,1.0,t
2087,35696,,,3.0,t
2088,29180,,,1.0,t
2090,22229,100%,Afghanistan,3.0,t
2098,1020,100%,United Kingdom,7.0,t
2102,283,100%,United Kingdom,1.0,t
2103,9607,,Montserrat,1.0,t
2106,15758,100%,Togo,1.0,f
2108,25895,,French Guiana,1.0,f
2112,7884,,Montserrat,1.0,f
2113,4795,100%,Malta,1.0,f
2115,45764,100%,Guernsey,1.0,t
2117,30570,,Chile,1.0,t
2119,13138,100%,Faroe Islands,2.0,t
2124,43643,,Zimbabwe,1.0,f
2125,13546,100%,Rwanda,15.0,f
2127,44653,,Niue,1.0,f
2130,1817,,Lithuania,1.0,f
2135,2982,,,1.0,t
2139,44457,,,1.0,f
2143,18912,100%,Gibraltar,1.0,f
2145,13458,,Lebanon,1.0,t
2147,28583,,Marshall Islands,1.0,t
2149,33857,,,1.0,t
2152,49068,100%,Gibraltar,1.0,t
2157,15904,100%,Afghanistan,2.0,f
2159,14010,100%,Tonga,1.0,t
2161,46431,,,1.0,f
2171,15160,100%,Peru,5.0,t
2172,35097,,Costa Rica,1.0,t
2174,15387,,Russian Federation,1.0,t
2175,30967,,Sao Tome and Principe,1.0,t
2179,4370,,,1.0,f
2180,16407,,Kiribati,1.0,t
2181,9549,100%,,1.0,f
2185,38641,,Mauritania,1.0,f
2186,16739,,,2.0,f
2192,40044,100%,Marshall Islands,1.0,f
2195,22479,,,1.0,f
2196,1303,100%,,1.0,t
2198,13021,,,1.0,t
2201,26061,,Philippines,1.0,t
2202,15850,,French Guiana,1.0,f
2204,33082,,,1.0,t
2206,25385,,Korea,1.0,t
2208,28290,,Philippines,1.0,f
2210,22989,,China,2.0,t
2211,11081,,Faroe Islands,2.0,f
2213,24264,,Kiribati,1.0,t
2214,21178,100%,,1.0,t
2219,46033,100%,,1.0,t
2220,33835,,Monaco,1.0,t
2221,8545,100%,,1.0,f
2227,30337,100%,,1.0,t
2228,30112,,Uzbekistan,1.0,t
2229,17200,,,1.0,t
2230,21613,,,1.0,t
2233,14356,,Papua New Guinea,1.0,f
2234,23765,,,1.0,f
2235,33611,,Canada,1.0,t
2237,33029,100%,Isle of Man,3.0,f
2238,23669,100%,,1.0,f
2241,16106,100%,French Guiana,1.0,t
2243,6727,100%,Kiribati,2.0,t
2248,22936,,Sao Tome and Principe,1.0,t
2250,2310,,Croatia,1.0,t
2251,15873,100%,,1.0,t
2252,7016,0%,Papua New Guinea,1.0,f
2258,34109,,,1.0,t
2259,2921,,Cuba,2.0,t
2260,38263,,Indonesia,1.0,t
2264,12116,,Uganda,1.0,f
2267,47166,100%,Chad,1.0,t
2270,28781,,Anguilla,2.0,f
2282,1911,,Venezuela,1.0,t
2286,27732,100%,Puerto Rico,3.0,t
2288,29348,,Maldives,1.0,t
2295,14392,,Malta,1.0,f
2296,39126,100%,Guinea,9.0,f
2299,24694,,Sao Tome and Principe,1.0,f
2304,38584,100%,,1.0,t
2307,48111,,,1.0,t
2310,15451,,Bouvet Island (Bouvetoya),1.0,f
2314,15501,,,1.0,t
2315,25948,100%,Slovakia (Slovak Republic),1.0,t
2317,33609,,,1.0,f
2318,42250,100%,,2.0,t
2320,43705,,,1.0,f
2323,31993,100%,Holy See (Vatican City State),1.0,t
2324,44750,,,1.0,t
2325,29686,,Sao Tome and Principe,1.0,t
2326,38378,90%,Guinea,1.0,f
2330,40106,,,1.0,t
2334,32612,,Tanzania,1.0,t
2335,7143,,El Salvador,1.0,f
2336,4366,100%,Vanuatu,1.0,f
2337,47540,75%,,1.0,t
2340,34099,100%,Micronesia,1.0,t
2341,37634,,Uzbekistan,1.0,t
2343,32659,100%,Cuba,1.0,t
2344,19078,,Croatia,2.0,f
2346,35357,,Chad,1.0,t
2347,5678,,,1.0,t
2348,32716,,Micronesia,1.0,t
2350,3548,0%,,1.0,f
2351,24144,,,2.0,t
2352,511,,,1.0,t
2354,40345,,Tonga,1.0,f
2357,20155,100%,,2.0,t
2358,32666,,Russian Federation,1.0,t
2359,35906,,Greenland,1.0,t
2361,26956,,,1.0,t
2363,42803,,,2.0,f
2366,10702,,Turkmenistan,1.0,f
2369,944,,Vietnam,7.0,t
2370,2412,60%,,1.0,f
2374,28828,100%,Isle of Man,198.0,t
2375,45701,100%,Nauru,2.0,f
2376,45941,100%,United Kingdom,1.0,t
2378,16273,,Lebanon,1.0,t
2379,10392,,Chad,1.0,f
2384,21968,,,1.0,f
2385,8483,100%,Peru,2.0,f
2388,6100,,Jersey,1.0,f
2390,12518,,Faroe Islands,1.0,t
2391,45610,100%,Sao Tome and Principe,1.0,t
2392,18309,,,1.0,f
2393,2293,100%,Zimbabwe,3.0,t
2394,34016,100%,Maldives,1.0,t
2395,8418,,Denmark,2.0,f
2397,9587,100%,,1.0,f
2398,8167,,Croatia,1.0,f
2403,27407,50%,Micronesia,1.0,f
2404,48930,,Bosnia and Herzegovina,1.0,f
2405,11567,100%,Niger,31.0,t
2407,12390,86%,Uzbekistan,3.0,f
2414,28436,100%,Anguilla,1.0,t
2415,33602,52%,Russian Federation,2.0,t
2420,47076,,Zimbabwe,1.0,t
2421,49048,100%,Russian Federation,1.0,t
2422,17274,,France,1.0,f
2423,47840,,Somalia,1.0,t
2426,40589,100%,,1.0,t
2428,17545,,Afghanistan,1.0,f
2431,50042,,Russian Federation,1.0,f
2432,49015,,Lebanon,1.0,t
2437,5902,100%,Nicaragua,1.0,f
2441,26652,97%,Pakistan,6.0,f
2442,29388,,Kiribati,1.0,f
2443,21831,100%,,1.0,t
2445,4022,50%,,1.0,t
2446,23324,,Bosnia and Herzegovina,1.0,t
2447,13461,,,1.0,f
2449,33522,,Tanzania,1.0,t
2450,38198,,Bouvet Island (Bouvetoya),2.0,f
2453,46799,,Maldives,1.0,f
2455,37101,,Isle of Man,1.0,f
2456,27023,,Sao Tome and Principe,1.0,t
2460,24236,60%,,1.0,t
2461,11723,,,1.0,f
2462,27972,94%,Brazil,27.0,f
2463,26363,,,1.0,f
2464,43449,,Costa Rica,1.0,t
2466,28911,,,1.0,f
2468,7732,100%,Guinea,1.0,t
2470,46200,100%,,2.0,f
2471,44716,,Marshall Islands,1.0,f
2473,41739,,Russian Federation,1.0,t
2474,40590,,,1.0,f
2475,40768,100%,Anguilla,1.0,t
2476,19141,,Indonesia,1.0,t
2477,17511,88%,Niue,1.0,f
2481,23937,,,1.0,f
2482,27162,100%,Isle of Man,1.0,f
2483,15314,,Christmas Island,1.0,f
2493,18994,,Isle of Man,1.0,f
2494,30990,50%,,1.0,t
2495,24728,100%,Turkmenistan,3.0,t
2496,21892,100%,Micronesia,1.0,f
2498,6247,,Nicaragua,1.0,t
2500,25181,,Mauritania,1.0,t
2502,24261,,,1.0,f
2503,9867,100%,Guernsey,1.0,t
2504,42548,100%,Lithuania,2.0,t
2508,40349,,,1.0,f
2512,19919,75%,,1.0,f
2520,48127,,Micronesia,1.0,t
2523,28636,80%,United Kingdom,2.0,t
2525,47865,80%,,4.0,t
2527,38742,,Malta,1.0,f
2528,42523,60%,,1.0,t
2530,1539,100%,Micronesia,3.0,f
2537,1846,,Croatia,1.0,t
2538,34894,,Russian Federation,1.0,t
2540,31103,,Netherlands,1.0,t
2541,8016,100%,French Guiana,1.0,t
2542,30495,,Indonesia,1.0,t
2543,32325,,Croatia,1.0,f
2547,32954,,,1.0,f
2549,4806,,Tonga,1.0,t
2550,12741,83%,,1.0,t
2552,20891,100%,Niue,2.0,t
2558,27163,100%,Korea,3.0,t
2559,18038,,,1.0,f
2561,4175,100%,Gambia,2.0,t
2562,34018,100%,French Guiana,1.0,f
2563,16492,67%,Marshall Islands,1.0,f
2564,23865,90%,,2.0,t
2566,35527,100%,Marshall Islands,13.0,f
2569,28084,100%,,1.0,f
2570,1232,100%,,21.0,f
2571,11428,,Kenya,1.0,f
2572,22631,,,1.0,f
2575,25699,,Isle of Man,1.0,t
2579,48916,100%,Libyan Arab Jamahiriya,1.0,f
2583,12432,,,2.0,f
2584,6550,,Micronesia,1.0,f
2585,30787,100%,,2.0,t
2586,21430,,,1.0,t
2588,43555,,Peru,1.0,f
2590,42616,,Pakistan,4.0,f
2597,5644,100%,,1.0,t
2598,30431,,,1.0,t
2599,2282,,,1.0,f
2600,44853,100%,Lebanon,2.0,f
2603,33083,,,1.0,t
2605,41047,,,1.0,t
2609,26403,,Mauritania,1.0,f
2610,10457,,,2.0,t
2611,48471,,,1.0,t
2612,45042,,Guernsey,1.0,t
2614,38916,,Uzbekistan,1.0,f
2617,34206,100%,,1.0,f
2620,1740,,Niue,1.0,t
2623,47113,,Faroe Islands,2.0,f
2624,10276,,Jersey,1.0,f
2626,26783,60%,,2.0,f
2627,27556,,Russian Federation,1.0,f
2628,22827,,,1.0,t
2629,7055,100%,,1.0,f
2632,7179,,Maldives,3.0,f
2637,34768,,Chad,1.0,t
2638,35569,,Marshall Islands,1.0,f
2639,47127,,Palestinian Territory,1.0,f
2640,5570,100%,Finland,1.0,t
2643,34884,100%,,1.0,t
2645,46832,100%,Niue,2.0,t
2646,42470,100%,Malawi,2.0,f
2647,45345,,Sao Tome and Principe,1.0,t
2649,31195,,Russian Federation,1.0,f
2650,11810,,French Guiana,1.0,t
2651,49189,100%,Turks and Caicos Islands,3.0,f
2654,40869,100%,Jersey,1.0,t
2655,28231,,,1.0,t
2660,10185,,Mexico,1.0,t
2663,45082,,Monaco,2.0,t
2665,42566,,,1.0,f
2668,46949,100%,Tunisia,4.0,f
2669,44838,,Tonga,1.0,f
2673,16415,,Lebanon,1.0,f
2674,14499,,Monaco,3.0,f
2676,24575,,Portugal,1.0,f
2677,18318,,,1.0,t
2680,2417,,Cocos (Keeling) Islands,1.0,f
2681,27231,100%,Isle of Man,1.0,t
2685,13686,,France,3.0,f
2689,45870,100%,Puerto Rico,2.0,t
2691,1003,100%,Tonga,1.0,t
2692,18993,100%,Reunion,2.0,t
2697,46536,,,1.0,t
2698,18238,,,2.0,t
2700,44459,89%,Kenya,1.0,t
2702,49597,,Bahrain,1.0,t
2703,37104,100%,Bouvet Island (Bouvetoya),1.0,t
2706,16994,,French Guiana,1.0,t
2710,26265,,Venezuela,1.0,t
2713,40652,,,1.0,t
2714,47382,,Uganda,1.0,f
2717,47848,30%,Uzbekistan,1.0,t
2719,37014,,,1.0,f
2724,49556,,French Guiana,1.0,t
2726,23332,100%,Bosnia and Herzegovina,2.0,f
2728,23400,,,1.0,t
2730,24090,,Niue,1.0,f
2731,1260,,Lebanon,1.0,f
2732,28989,,El Salvador,1.0,t
2733,27233,100%,Zimbabwe,1.0,t
2736,3989,100%,Marshall Islands,1.0,t
2740,33450,100%,Jersey,1.0,t
2742,11844,75%,Saint Helena,1.0,t
2747,38009,,Nicaragua,1.0,t
2750,31310,100%,Kiribati,1.0,t
2752,20037,,Kenya,2.0,t
2760,44237,100%,Andorra,1.0,t
2761,27428,100%,Uzbekistan,2.0,f
2762,8032,70%,United Kingdom,1.0,t
2764,36083,,Bosnia and Herzegovina,1.0,f
2765,16213,,,1.0,t
2767,18781,,Gambia,1.0,f
2769,22410,,,1.0,f
2770,11877,,Maldives,1.0,t
2772,36306,,Brazil,1.0,t
2773,9954,,,1.0,t
2775,35141,100%,,4.0,f
2779,377,,Turks and Caicos Islands,1.0,f
2780,16026,,,1.0,f
2781,34865,,Uganda,2.0,t
2783,212,100%,,1.0,f
2786,16386,100%,Uzbekistan,1.0,t
2790,2929,,,1.0,f
2793,31563,100%,Niue,3.0,f
2795,17168,,,1.0,f
2797,17349,,Lebanon,1.0,t
2798,20154,,Chad,1.0,t
2801,22742,,Barbados,1.0,f
2802,6407,0%,Niue,3.0,f
2803,23665,100%,,1.0,t
2806,6829,,Ecuador,1.0,f
2808,7233,,Maldives,1.0,t
2809,49113,83%,Barbados,1.0,t
2814,37370,,Russian Federation,1.0,t
2815,39416,,,1.0,f
2817,34977,,Finland,1.0,f
2820,808,,Venezuela,1.0,f
2822,18620,,Faroe Islands,1.0,f
2823,23341,,Croatia,2.0,f
2824,39625,100%,Zimbabwe,1.0,t
2826,19570,0%,Greenland,1.0,f
2828,39721,,Tunisia,1.0,f
2829,6038,,,1.0,f
2834,18465,,Korea,1.0,t
2838,30360,0%,Moldova,1.0,f
2844,43620,100%,Denmark,1.0,f
2847,24062,,Estonia,1.0,f
2848,49258,,,1.0,f
2851,20718,,Holy See (Vatican City State),1.0,f
2853,22634,100%,Gambia,3.0,f
2855,23374,0%,Togo,2.0,t
2857,21489,100%,,1.0,f
2859,38494,100%,Palestinian Territory,1.0,f
2860,8688,,Brazil,2.0,f
2861,32964,,,1.0,t
2863,4450,,,1.0,t
2867,13527,,Russian Federation,3.0,t
2870,20748,,,1.0,f
2872,9226,,Mauritania,5.0,f
2873,17083,,Estonia,1.0,t
2874,4640,,,1.0,t
2876,40954,0%,Uganda,1.0,f
2877,30550,,,1.0,f
2878,18825,,,2.0,t
2882,48538,,,1.0,t
2886,36585,,Philippines,1.0,f
2888,11671,100%,,1.0,f
2889,9204,11%,Russian Federation,1.0,t
2890,10131,,Chad,1.0,f
2891,7154,,,1.0,f
2895,15394,100%,Tunisia,2.0,t
2896,30560,,,1.0,f
2899,20350,100%,,1.0,f
2903,35661,,,1.0,f
2906,41341,100%,Guinea,3.0,t
2909,48441,83%,,2.0,f
2913,38659,,Niue,1.0,t
2914,46549,,French Guiana,1.0,f
2917,41028,100%,Micronesia,1.0,f
2919,28528,,,1.0,f
2921,21889,,Vietnam,1.0,t
2924,48879,100%,Russian Federation,1.0,t
2928,4512,,,1.0,t
2929,34891,,Lebanon,1.0,f
2931,4657,100%,,1.0,f
2932,998,60%,Niue,1.0,t
2934,2225,,Micronesia,1.0,f
2939,44678,,Russian Federation,1.0,f
2942,45750,100%,,1.0,t
2943,20709,100%,,1.0,f
2946,37626,,Micronesia,3.0,f
2951,227,,Jersey,1.0,f
2952,17686,,Reunion,2.0,t
2955,24533,,,1.0,t
2956,17258,,,1.0,f
2959,2004,,Svalbard & Jan Mayen Islands,1.0,f
2960,19934,100%,Svalbard & Jan Mayen Islands,2.0,t
2964,9539,,,1.0,t
2965,8215,,,1.0,t
2966,38831,65%,Tanzania,8.0,t
2971,45783,100%,Nauru,1.0,t
2972,17058,100%,,1.0,t
2977,40956,,Kenya,1.0,t
2980,46770,,Malawi,1.0,t
2982,19901,,Guinea,1.0,f
2988,7301,,Sao Tome and Principe,1.0,t
2991,34313,,Marshall Islands,1.0,f
2992,11950,,Gambia,1.0,t
2998,25179,0%,Zimbabwe,1.0,f
3003,38514,,Kenya,1.0,f
3014,33956,100%,Lebanon,1.0,t
3015,46756,,Guernsey,1.0,f
3019,10696,,El Salvador,1.0,t
3021,9633,100%,Uruguay,1.0,f
3023,42329,,El Salvador,1.0,f
3026,25159,100%,Peru,1.0,t
3027,46689,,,1.0,t
3028,8389,,,1.0,f
3029,40334,,Bosnia and Herzegovina,1.0,t
3030,27522,,Chile,1.0,f
3031,9256,,Ghana,1.0,f
3033,30924,,Sao Tome and Principe,7.0,t
3034,2515,100%,France,1.0,t
3039,17115,100%,Gambia,2.0,t
3041,33865,,,1.0,f
3046,10818,,Cape Verde,1.0,f
3050,46156,,Sao Tome and Principe,1.0,t
3054,45513,,Russian Federation,1.0,f
3059,18717,100%,,1.0,t
3061,44982,50%,Isle of Man,2.0,t
3064,7254,88%,Tonga,1.0,t
3068,19614,100%,Tonga,5.0,t
3073,36896,50%,Turkmenistan,1.0,f
3075,25639,,Lebanon,1.0,f
3076,45658,,,1.0,f
3081,49433,,,1.0,t
3083,35791,,Montserrat,2.0,t
3084,1094,80%,,1.0,f
3085,45188,100%,,1.0,t
3086,14459,40%,Ukraine,1.0,f
3093,41734,,,1.0,t
3094,2680,,,1.0,t
3095,40041,,Tuvalu,3.0,t
3097,12542,98%,Mauritania,19.0,t
3105,42355,,Russian Federation,2.0,t
3106,43283,,Sao Tome and Principe,1.0,f
3107,27036,100%,Marshall Islands,1.0,t
3108,22402,,China,3.0,t
3109,47474,,Lebanon,1.0,f
3110,38163,100%,Venezuela,3.0,f
3111,30435,99%,Cape Verde,41.0,f
3112,39833,,Djibouti,1.0,t
3113,25698,100%,Monaco,1.0,f
3114,7413,100%,Cape Verde,1.0,t
3116,39488,,,1.0,t
3118,8100,,Netherlands,1.0,t
3119,8714,100%,,2.0,f
3122,29884,100%,,3.0,f
3126,22929,,Isle of Man,1.0,f
3128,28901,,Maldives,1.0,f
3132,22621,,,1.0,t
3138,49865,,Costa Rica,1.0,t
3139,19976,,Cape Verde,1.0,t
3141,38172,,Chad,1.0,t
3142,2019,100%,Malta,7.0,f
3145,15959,100%,Russian Federation,2.0,t
3146,29416,100%,Anguilla,1.0,f
3149,37662,100%,Kenya,2.0,t
3150,6003,,,1.0,f
3161,23239,,,1.0,t
3162,48348,100%,United Kingdom,1.0,t
3163,13154,,Cuba,1.0,t
3164,7670,100%,Isle of Man,1.0,t
3165,37632,100%,Costa Rica,2.0,f
3169,17650,100%,Tanzania,1.0,f
3171,12887,,,1.0,f
3172,28520,100%,Slovakia (Slovak Republic),2.0,t
3185,10222,100%,,4.0,t
3187,15548,100%,Faroe Islands,1.0,t
3190,28950,100%,Mexico,2.0,t
3191,3571,100%,Bouvet Island (Bouvetoya),3.0,t
3192,14486,,Anguilla,1.0,t
3193,13873,50%,,2.0,t
3194,16700,,Svalbard & Jan Mayen Islands,1.0,f
3196,33699,100%,Palestinian Territory,1.0,f
3199,33583,,Costa Rica,1.0,f
3200,21482,100%,Russian Federation,1.0,t
3201,21639,,Korea,1.0,t
3203,14127,,Chad,1.0,t
3206,9817,100%,,1.0,f
3207,26904,100%,Uganda,1.0,t
3208,16003,100%,,1.0,f
3209,48031,,Chad,1.0,t
3212,12219,,Jersey,1.0,f
3213,33734,,,1.0,f
3214,6966,100%,Afghanistan,1.0,t
3219,44544,0%,Gibraltar,2.0,f
3220,1568,,Costa Rica,1.0,t
3221,1445,,Somalia,1.0,t
3222,7635,100%,Kenya,1.0,t
3224,44178,,,1.0,f
3229,21323,100%,Guinea,2.0,t
3230,48954,100%,Montserrat,8.0,t
3232,23367,,United Kingdom,1.0,t
3234,2046,100%,Niue,1.0,f
3235,41212,,,1.0,t
3236,9697,,Turks and Caicos Islands,1.0,t
3238,1223,,Cape Verde,1.0,t
3240,44964,,Lebanon,1.0,t
3241,37304,,,1.0,f
3242,25898,,,1.0,t
3243,3952,,Lithuania,1.0,t
3244,39594,,Sao Tome and Principe,3.0,f
3245,42117,100%,,1.0,f
3246,34076,100%,Niue,7.0,t
3247,35997,,Monaco,2.0,f
3248,41644,,Isle of Man,1.0,t
3249,12874,100%,,1.0,t
3251,36506,70%,Marshall Islands,2.0,f
3252,16799,,Rwanda,1.0,t
3254,21706,100%,,1.0,t
3255,33400,97%,Zimbabwe,5.0,t
3256,32824,100%,Indonesia,1.0,t
3258,16587,,Cocos (Keeling) Islands,2.0,f
3259,49197,90%,,3.0,f
3260,44026,,Afghanistan,1.0,f
3267,714,100%,Zimbabwe,1.0,f
3274,3549,,,1.0,f
3276,33243,,French Guiana,1.0,f
3282,6647,100%,Senegal,2.0,t
3286,45261,,Malta,2.0,f
3287,38082,,Ukraine,1.0,t
3288,49492,100%,Jersey,1.0,t
3289,22247,100%,Slovakia (Slovak Republic),5.0,t
3294,9798,,Mauritania,2.0,t
3297,30224,100%,Cuba,1.0,t
3302,29421,,Isle of Man,1.0,t
3306,49855,,Togo,2.0,f
3310,17388,100%,,2.0,t
3311,11112,,,1.0,t
3314,10626,,,1.0,t
3315,10585,100%,Niue,1.0,t
3320,15898,,,1.0,t
3322,16195,,,1.0,t
3325,19382,100%,,1.0,t
3326,17303,100%,Russian Federation,5.0,t
3330,32433,,Puerto Rico,1.0,t
3332,41233,100%,Zimbabwe,1.0,t
3333,45092,,French Guiana,1.0,f
3335,3566,90%,Turkmenistan,1.0,t
3348,10235,,Reunion,1.0,t
3349,40390,100%,Marshall Islands,2.0,t
3351,34176,,Mauritania,1.0,f
3355,34658,,,1.0,f
3356,26106,,Tonga,1.0,t
3359,15023,100%,Tanzania,1.0,t
3360,1477,,,1.0,f
3367,1419,100%,Maldives,1.0,t
3369,39508,100%,Jersey,1.0,t
3372,45979,100%,Guernsey,1.0,f
3377,10828,,Anguilla,1.0,f
3381,20390,,Niue,1.0,t
3386,2899,,,1.0,t
3388,5403,,,1.0,f
3389,5629,50%,Sao Tome and Principe,1.0,f
3390,6700,100%,Guinea,7.0,f
3391,3187,100%,Tonga,2.0,t
3392,42968,,Afghanistan,1.0,f
3395,3541,,Gibraltar,1.0,f
3398,24978,100%,Christmas Island,1.0,t
3400,47530,,,1.0,t
3401,30101,,Andorra,1.0,t
3405,41137,0%,,1.0,f
3406,38078,100%,Uzbekistan,2.0,t
3407,15834,,,1.0,t
3408,34285,100%,Russian Federation,1.0,t
3409,43379,,Palestinian Territory,1.0,f
3410,39109,77%,Ukraine,24.0,t
3413,17109,,Marshall Islands,1.0,t
3415,24963,100%,China,1.0,f
3416,33844,,Jersey,1.0,f
3417,42881,,Lebanon,1.0,t
3420,16528,,Zimbabwe,1.0,t
3422,38159,100%,,1.0,f
3423,1035,,,1.0,t
3424,22347,100%,Brazil,2.0,t
3429,12821,100%,Tonga,1.0,t
3430,17673,,Anguilla,1.0,f
3431,2257,,Gambia,1.0,f
3432,46595,,Maldives,1.0,f
3434,32913,,,1.0,t
3435,30311,,Niue,2.0,f
3436,40380,,,2.0,t
3437,10775,100%,Guinea,2.0,t
3439,5377,,,1.0,f
3441,48218,100%,Lebanon,1.0,t
3443,12506,,Ghana,3.0,t
3444,12598,100%,Montserrat,3.0,f
3445,34172,,Jersey,1.0,f
3448,20836,,,1.0,f
3454,46630,,Bahrain,1.0,f
3459,30460,80%,Netherlands,1.0,f
3460,28980,,Nauru,1.0,t
3467,6397,,Niue,1.0,t
3468,42280,100%,Micronesia,1.0,t
3473,22020,,,1.0,f
3475,28543,,,1.0,t
3476,12836,,,1.0,t
3479,20741,,Uganda,1.0,f
3480,48705,,Guernsey,1.0,f
3483,17178,25%,Rwanda,1.0,t
3485,22876,90%,Marshall Islands,2.0,t
3486,1236,100%,Nauru,1.0,t
3487,18168,95%,Ecuador,3.0,f
3490,17371,,,1.0,f
3491,26379,,Niue,1.0,f
3494,10574,,Anguilla,1.0,f
3495,41186,100%,Lebanon,1.0,t
3497,41771,100%,Turks and Caicos Islands,2.0,f
3498,44234,90%,Philippines,1.0,t
3499,29703,100%,Niue,1.0,f
3502,48450,100%,Cape Verde,2.0,t
3503,4032,80%,,1.0,t
3505,34211,,Uzbekistan,2.0,t
3508,44963,0%,Togo,1.0,t
3511,46757,,Maldives,1.0,t
3515,263,,Anguilla,1.0,f
3517,32704,,Nicaragua,1.0,t
3519,1262,,Estonia,1.0,t
3520,34090,,,1.0,t
3523,41215,,Sao Tome and Principe,1.0,f
3524,25473,,Niue,1.0,f
3528,17120,100%,Uzbekistan,2.0,t
3530,10802,,Chad,1.0,t
3533,34848,,,1.0,t
3534,28768,100%,,3.0,f
3535,24774,,,1.0,t
3537,46471,,,1.0,t
3542,46707,100%,,1.0,f
3543,43964,,Russian Federation,1.0,f
3545,24941,,Kenya,1.0,f
3547,27022,,,1.0,t
3549,3362,40%,Rwanda,1.0,t
3550,3283,,,1.0,t
3553,2021,100%,,1.0,f
3555,6554,,Jersey,1.0,t
3556,47776,,Brazil,1.0,f
3557,22864,100%,,1.0,t
3559,38069,,Chile,1.0,t
3562,47317,0%,Gambia,1.0,f
3563,19677,,Nicaragua,1.0,t
3566,9281,,,2.0,t
3569,12377,91%,,1.0,f
3570,14516,,Marshall Islands,1.0,f
3576,47847,96%,Indonesia,3.0,f
3578,18236,100%,,4.0,t
3579,46476,,Chile,1.0,t
3582,22719,,Estonia,1.0,f
3586,31514,75%,Gibraltar,2.0,f
3587,41768,,Afghanistan,1.0,t
3590,32651,100%,Guinea,1.0,t
