,id,company_rating,company_location,total_fleet_count,iata_approved
2345,25850,,Chad,1.0,t
2353,4190,100%,United Kingdom,2.0,f
2355,10268,,,4.0,t
2357,20155,100%,,2.0,t
2360,38424,,,1.0,f
2362,18423,,Anguilla,1.0,f
2364,4502,,Costa Rica,1.0,f
2365,494,,Anguilla,1.0,f
2367,9895,100%,,1.0,t
2368,24492,,Niue,1.0,t
2371,10738,,,1.0,f
2372,34232,,,1.0,f
2373,41340,100%,Tanzania,3.0,t
2374,28828,100%,Isle of Man,198.0,t
2377,17976,100%,,1.0,f
2380,6473,90%,Uzbekistan,4.0,t
2386,42260,100%,Tanzania,1.0,f
2395,8418,,Denmark,2.0,f
2396,46537,,Malawi,1.0,f
2399,44806,,,1.0,t
2401,45252,,,1.0,f
2405,11567,100%,Niger,31.0,t
2407,12390,86%,Uzbekistan,3.0,f
2408,27774,78%,Vietnam,15.0,f
2409,30007,,Niue,2.0,t
2413,16047,80%,Uzbekistan,6.0,f
2416,45702,,,1.0,t
2417,3050,,Nauru,1.0,f
2425,9791,80%,Rwanda,2.0,t
2427,14294,,,1.0,f
2429,49749,,,1.0,t
2430,4322,97%,Tonga,32.0,f
2434,3040,,,1.0,t
2435,39691,,,2.0,f
2436,27109,,Uganda,2.0,t
2438,443,,,1.0,t
2441,26652,97%,Pakistan,6.0,f
2444,4928,50%,Malta,1.0,f
2451,45413,,Montserrat,1.0,f
2454,26787,100%,,1.0,f
2458,579,0%,Anguilla,1.0,f
2459,12798,100%,,1.0,t
2462,27972,94%,Brazil,27.0,f
2472,3237,100%,Turkmenistan,2.0,t
2479,2651,,,1.0,f
2480,48095,100%,,1.0,f
2486,19562,,,1.0,f
2487,38367,,Costa Rica,1.0,t
2488,400,,Lebanon,1.0,t
2506,16553,,Cocos (Keeling) Islands,1.0,t
2507,42891,100%,,1.0,f
2511,45629,,,2.0,f
2513,28212,,,1.0,f
2514,13756,100%,Guinea,3.0,f
2516,44149,,,1.0,t
2517,38917,38%,,2.0,t
2518,41992,,,1.0,t
2519,11078,100%,,1.0,t
2521,30735,,,2.0,f
2522,12273,,,1.0,t
2524,34641,,Svalbard & Jan Mayen Islands,1.0,f
2525,47865,80%,,4.0,t
2526,9394,,Nicaragua,1.0,f
2529,39015,,Montserrat,1.0,f
2532,8383,,Chad,1.0,f
2533,28103,,,1.0,t
2534,47046,100%,Lebanon,9.0,f
2535,44758,,,1.0,f
2544,25524,100%,Barbados,1.0,t
2545,46566,,,1.0,f
2552,20891,100%,Niue,2.0,t
2554,22093,100%,,1.0,f
2557,37980,75%,Kiribati,1.0,f
2565,705,100%,,1.0,f
2568,37012,100%,Monaco,3.0,t
2570,1232,100%,,21.0,f
2573,47090,100%,Croatia,3.0,f
2580,34731,100%,,1.0,t
2581,12897,,,1.0,f
2583,12432,,,2.0,f
2591,34869,83%,,1.0,t
2592,34048,,Nicaragua,1.0,f
2594,7888,,,1.0,t
2596,8728,100%,Ecuador,1.0,f
2601,26898,100%,,1.0,f
2604,38281,,Korea,1.0,t
2606,31724,100%,Bouvet Island (Bouvetoya),1.0,f
2607,26635,0%,Tanzania,1.0,f
2613,22169,100%,,3.0,f
2615,16741,,Russian Federation,1.0,t
2616,28834,,El Salvador,1.0,f
2618,24620,,Uzbekistan,1.0,f
2619,34289,90%,Sao Tome and Principe,1.0,t
2621,3827,,,1.0,t
2622,36268,,,1.0,f
2625,8729,89%,Svalbard & Jan Mayen Islands,1.0,f
2630,14822,,Chile,1.0,f
2631,32446,33%,,2.0,f
2633,71,,Lithuania,2.0,t
2634,48559,,,1.0,f
2635,3422,86%,Niger,6.0,f
2642,16705,,Micronesia,1.0,f
2644,47697,,Guinea,1.0,f
2646,42470,100%,Malawi,2.0,f
2652,30428,100%,Turkmenistan,1.0,t
2653,46354,100%,Papua New Guinea,1.0,f
2656,48960,100%,,13.0,t
2659,27473,100%,,2.0,f
2661,42856,,,1.0,t
2662,29131,,Suriname,1.0,f
2666,32867,,,1.0,f
2667,3120,,Sao Tome and Principe,1.0,f
2670,37524,100%,Lebanon,1.0,f
2675,35219,97%,Tonga,4.0,f
2679,891,100%,Chile,2.0,t
2682,20832,,Kiribati,1.0,f
2683,8758,100%,Russian Federation,1.0,f
2685,13686,,France,3.0,f
2686,24227,100%,,1.0,f
2699,46443,75%,Sao Tome and Principe,1.0,t
2707,25649,,Suriname,1.0,t
2708,26593,33%,,1.0,f
2715,41761,100%,,1.0,f
2718,22574,,,1.0,f
2722,15636,,Uzbekistan,2.0,f
2725,2036,100%,Slovakia (Slovak Republic),3.0,f
2727,43540,72%,Bosnia and Herzegovina,25.0,f
2746,49174,,,1.0,f
2749,22564,90%,Portugal,1.0,f
2752,20037,,Kenya,2.0,t
2753,10210,,,1.0,f
2754,49184,,,1.0,t
2755,43951,,,1.0,f
2756,45690,,Nauru,2.0,f
2757,4130,,Maldives,7.0,f
2763,20375,80%,Mauritania,1.0,f
2768,4043,100%,,1.0,t
2774,36403,100%,United Kingdom,1.0,t
2778,36225,,Marshall Islands,3.0,f
2782,39230,,Nauru,1.0,f
2784,14039,100%,Sao Tome and Principe,1.0,f
2787,38391,,,1.0,f
2789,4275,,,1.0,t
2792,44128,100%,,2.0,t
2799,48272,,French Guiana,1.0,t
2800,38244,,,1.0,f
2805,26923,,Lebanon,1.0,t
2810,21333,100%,Faroe Islands,2.0,f
2812,49950,100%,,1.0,f
2813,44793,100%,Guernsey,1.0,f
2816,12,100%,,1.0,t
2819,49652,,,1.0,t
2821,191,,,1.0,t
2825,41470,,Saint Helena,1.0,t
2827,8683,,Guinea,1.0,f
2832,12784,100%,Malta,1.0,f
2835,25251,100%,El Salvador,2.0,f
2836,49992,,,1.0,f
2837,44029,,,1.0,t
2841,32354,,Isle of Man,1.0,f
2842,25249,0%,,1.0,f
2843,40722,,Maldives,2.0,f
2845,10741,100%,Micronesia,2.0,f
2846,46108,,Monaco,1.0,f
2849,50035,100%,Tonga,1.0,f
2856,10358,,Micronesia,2.0,f
2858,48144,,China,1.0,t
2860,8688,,Brazil,2.0,f
2862,26887,,,2.0,f
2864,11085,,Malta,1.0,t
2865,712,,Niue,1.0,f
2866,49446,,Kiribati,2.0,f
2868,17135,0%,,1.0,t
2869,41595,,Uzbekistan,1.0,f
2871,30997,,,1.0,t
2872,9226,,Mauritania,5.0,f
2879,36030,,Croatia,2.0,f
2880,20409,90%,,2.0,f
2881,29258,100%,Barbados,1.0,f
2884,10427,100%,,1.0,t
2885,23320,,Togo,2.0,f
2887,24098,,,1.0,f
2897,37459,100%,,4.0,f
2898,22453,,Malta,1.0,f
2901,210,,Libyan Arab Jamahiriya,1.0,t
2902,10384,,Malta,1.0,f
2907,6383,,Djibouti,1.0,t
2908,45739,80%,Maldives,6.0,t
2910,27967,67%,Djibouti,1.0,t
2912,12868,100%,Tonga,1.0,f
2915,2734,,,1.0,f
2916,46565,,Isle of Man,1.0,f
2918,33748,30%,Uzbekistan,3.0,t
2922,16808,100%,Niue,1.0,f
2923,12069,100%,,1.0,f
2926,1587,,Gambia,1.0,t
2930,49063,,,1.0,t
2933,8288,,,1.0,f
2935,33332,100%,Puerto Rico,1.0,t
2937,34974,100%,,2.0,t
2938,20776,,Micronesia,1.0,f
2941,12103,,,1.0,f
2945,35757,,Gambia,1.0,t
2953,48050,100%,,2.0,t
2954,34201,,Uzbekistan,1.0,f
2962,14989,,,1.0,t
2974,4710,25%,Guernsey,1.0,t
2975,8625,,,1.0,t
2978,38070,,Saint Helena,1.0,f
2981,24876,,Russian Federation,1.0,f
2983,9590,100%,,3.0,f
2985,46279,,Faroe Islands,1.0,t
2987,2821,,,1.0,t
2990,4178,100%,Niue,1.0,t
2996,36320,100%,Niue,1.0,f
2997,37267,,Ghana,1.0,t
2999,34252,,,1.0,f
3000,29768,100%,Uganda,1.0,f
3002,10554,0%,Russian Federation,2.0,f
3005,44770,90%,,1.0,t
3006,28408,100%,Australia,1.0,f
3007,45453,100%,,1.0,f
3010,18679,100%,Andorra,1.0,f
3011,710,100%,Kenya,1.0,t
3013,41117,,Chad,2.0,t
3017,15299,,,1.0,t
3024,10765,,Monaco,3.0,f
3032,4945,0%,Cape Verde,5.0,f
3033,30924,,Sao Tome and Principe,7.0,t
3035,43949,,Montserrat,1.0,f
3037,31504,,Croatia,3.0,f
3043,28903,,Anguilla,1.0,f
3044,38520,100%,Malta,1.0,t
3045,49423,,,1.0,f
3049,41728,,Turkmenistan,1.0,f
3051,4115,100%,,2.0,f
3057,24834,100%,Maldives,1.0,t
3058,35193,100%,Kiribati,1.0,f
3071,20228,100%,,1.0,f
3072,4748,,Niger,1.0,f
3077,26399,,Marshall Islands,1.0,f
3079,26495,75%,Palestinian Territory,1.0,t
3080,6145,100%,Russian Federation,2.0,t
3087,5874,100%,Guinea,1.0,f
3089,46504,100%,Barbados,1.0,f
3091,19073,100%,,1.0,t
3092,48257,100%,Kiribati,5.0,t
3096,35380,,Chad,1.0,f
3097,12542,98%,Mauritania,19.0,t
3098,41447,0%,Andorra,3.0,f
3099,47147,,Anguilla,1.0,f
3101,47129,,,1.0,t
3102,46951,,,1.0,t
3103,17199,,,1.0,f
3110,38163,100%,Venezuela,3.0,f
3111,30435,99%,Cape Verde,41.0,f
3115,35522,100%,Kiribati,10.0,f
3117,27171,100%,Reunion,1.0,t
3121,16113,100%,Croatia,2.0,t
3123,48599,100%,Malawi,3.0,f
3124,14657,,Reunion,2.0,t
3127,37207,80%,Tonga,1.0,f
3129,35893,,Senegal,1.0,t
3134,25045,,Reunion,1.0,f
3137,7516,100%,,1.0,f
3140,39582,,,1.0,f
3142,2019,100%,Malta,7.0,f
3143,15219,,Guinea,1.0,t
3144,37179,,China,1.0,f
3145,15959,100%,Russian Federation,2.0,t
3147,12613,,Gibraltar,2.0,t
3151,46435,,,1.0,f
3152,6721,100%,,2.0,f
3153,36072,,Guinea,1.0,f
3156,8331,70%,Uganda,2.0,f
3158,40660,,,1.0,t
3159,37194,,,2.0,f
3160,2614,,,1.0,t
3168,33488,,Kenya,1.0,f
3173,31880,100%,,1.0,f
3174,24685,100%,,1.0,f
3176,1341,,Sao Tome and Principe,1.0,t
3177,42688,,China,1.0,f
3179,17227,,Micronesia,1.0,f
3180,48481,,,1.0,t
3182,1280,100%,,1.0,f
3186,21488,,,1.0,f
3188,30769,,Zimbabwe,1.0,t
3191,3571,100%,Bouvet Island (Bouvetoya),3.0,t
3198,15689,96%,Micronesia,1.0,f
3202,24476,,,1.0,f
3204,39353,100%,Lithuania,2.0,t
3210,9211,,,2.0,t
3218,3443,100%,Jersey,1.0,f
3219,44544,0%,Gibraltar,2.0,f
3223,46218,100%,,2.0,f
3227,45119,,Rwanda,2.0,f
3230,48954,100%,Montserrat,8.0,t
3231,22981,100%,,1.0,f
3239,26434,100%,Tonga,1.0,f
3253,34933,,,1.0,t
3257,633,,Denmark,1.0,f
3259,49197,90%,,3.0,f
3263,3088,100%,Jersey,1.0,f
3264,18580,,,1.0,t
3265,30551,,Afghanistan,2.0,t
3266,15840,,Marshall Islands,1.0,t
3269,14577,50%,Niue,2.0,t
3271,12128,100%,Djibouti,1.0,f
3273,33821,,Djibouti,1.0,f
3277,46125,,Uzbekistan,1.0,f
3278,40999,100%,Chile,2.0,f
3280,15861,100%,Chad,1.0,t
3281,42233,100%,,1.0,f
3283,9849,100%,Isle of Man,2.0,f
3285,33786,,,1.0,f
3290,42813,,Jersey,1.0,f
3291,3274,86%,Barbados,24.0,f
3298,43819,100%,Grenada,2.0,t
3301,27143,,,1.0,f
3303,8621,,,1.0,f
3306,49855,,Togo,2.0,f
3308,18445,70%,,2.0,t
3309,4598,,Nicaragua,1.0,f
3312,29578,100%,Chile,2.0,f
3313,39149,100%,Peru,1.0,f
3316,15117,100%,,1.0,f
3318,36872,,,1.0,t
3321,41879,,Anguilla,1.0,f
3323,40066,,Croatia,1.0,f
3326,17303,100%,Russian Federation,5.0,t
3328,36348,,China,1.0,f
3329,36477,,Kenya,1.0,f
3336,23972,100%,Zimbabwe,2.0,t
3337,45433,,Chad,1.0,t
3338,17339,67%,Niue,1.0,f
3340,649,,,1.0,t
3342,36747,,Cocos (Keeling) Islands,2.0,f
3343,42838,0%,,2.0,f
3345,19291,,Maldives,1.0,t
3346,14739,,Lebanon,1.0,t
3352,40188,,Mexico,1.0,f
3353,16683,,,1.0,f
3357,8198,100%,,5.0,f
3361,46701,,,1.0,t
3362,28271,,Gambia,2.0,f
3365,40620,100%,Guinea,2.0,f
3368,30519,100%,,1.0,t
3370,53,,Bahrain,1.0,t
3375,9647,,Philippines,1.0,f
3378,5812,,,1.0,f
3380,42863,,,1.0,t
3382,16267,100%,Montserrat,1.0,f
3383,16558,,Philippines,1.0,t
3384,19839,,,1.0,f
3385,43582,100%,,1.0,t
3387,12215,100%,,2.0,f
3390,6700,100%,Guinea,7.0,f
3396,47709,,Nauru,1.0,t
3404,34480,100%,,1.0,f
3410,39109,77%,Ukraine,24.0,t
3412,10404,,,1.0,f
3414,38041,75%,,2.0,t
3425,19297,100%,,1.0,t
3426,33463,,,1.0,f
3427,27532,,,1.0,t
3428,8045,,Russian Federation,1.0,t
3438,7033,100%,Vietnam,1.0,t
3442,31869,,Tonga,1.0,f
3444,12598,100%,Montserrat,3.0,f
3446,42951,75%,Marshall Islands,1.0,f
3447,1778,,,1.0,f
3452,8319,100%,,1.0,f
3453,11936,,,1.0,t
3456,22272,,,1.0,t
3458,4263,,Bahrain,1.0,t
3461,10774,,Turks and Caicos Islands,1.0,t
3462,33963,,French Guiana,1.0,t
3463,13606,100%,,4.0,f
3464,24743,,Kenya,2.0,f
3465,43104,,,1.0,f
3471,23527,,,1.0,f
3474,30873,,,1.0,f
3477,43344,60%,Maldives,5.0,f
3478,12703,,Ecuador,1.0,f
3484,37371,100%,,2.0,f
3493,18288,90%,,1.0,f
3496,35372,100%,,1.0,f
3500,22603,100%,,1.0,f
3501,8003,100%,Uganda,1.0,f
3512,37823,100%,Gambia,3.0,f
3513,44638,,French Guiana,1.0,t
3514,35608,67%,,1.0,f
3518,38719,,,2.0,t
3521,14463,,,1.0,t
3526,872,100%,Tonga,1.0,f
3531,39156,100%,Nicaragua,1.0,f
3532,21197,86%,Kiribati,1.0,f
3538,46175,100%,United Kingdom,1.0,t
3539,46398,,Niue,1.0,f
3540,9584,100%,Canada,1.0,f
3541,12268,100%,,1.0,f
3544,43064,,Guinea,1.0,t
3546,26485,100%,Afghanistan,1.0,f
3551,35216,50%,Marshall Islands,1.0,t
3552,19131,,Djibouti,1.0,f
3554,18107,,,1.0,t
3560,2949,100%,French Guiana,1.0,t
3561,47765,100%,French Polynesia,1.0,f
3564,15810,100%,Niger,2.0,f
3566,9281,,,2.0,t
3568,23441,,Isle of Man,1.0,t
3571,13420,100%,Uruguay,1.0,f
3573,37251,100%,Bahrain,1.0,t
3574,30661,100%,,2.0,f
3581,47194,,,1.0,f
3583,27235,,Estonia,1.0,f
3584,8882,,Niue,1.0,f
3585,11322,100%,Malta,1.0,f
3593,28177,100%,Kenya,1.0,f
3594,26173,,Denmark,1.0,f
3595,23830,,Gambia,1.0,f
3598,39518,,Isle of Man,1.0,t
3603,29930,,Russian Federation,1.0,f
3604,6314,100%,,2.0,f
3608,38767,67%,Holy See (Vatican City State),1.0,f
3614,47180,,,1.0,f
3616,3266,100%,,1.0,t
3622,10186,,Turks and Caicos Islands,1.0,f
3625,8595,100%,Lebanon,3.0,t
3627,5326,100%,,1.0,f
3628,16074,100%,Faroe Islands,1.0,t
3631,50071,100%,Nicaragua,1.0,f
3633,47816,100%,,1.0,f
3635,33108,100%,Costa Rica,3.0,f
3639,48649,100%,Kiribati,2.0,f
3643,35305,100%,,2.0,f
3645,49477,100%,,2.0,f
3646,42528,100%,,1.0,f
3647,6533,,Gibraltar,4.0,f
3649,46002,,,1.0,f
3650,34951,100%,Uzbekistan,1.0,f
3651,20564,,Turks and Caicos Islands,1.0,t
3658,3389,100%,Estonia,13.0,f
3660,11932,,Turkmenistan,1.0,t
3661,16465,,Greenland,1.0,f
3666,43983,,Turkmenistan,2.0,f
3668,25480,,,1.0,f
3669,24659,100%,,1.0,f
3670,39651,100%,Denmark,1.0,f
3672,12995,,,1.0,f
3674,22289,100%,Guinea,1.0,t
3678,18409,,Cape Verde,1.0,f
3679,277,100%,,2.0,f
3682,29880,100%,Tanzania,1.0,f
3683,48814,,,1.0,f
3684,22714,,,1.0,t
3686,26550,,,1.0,f
3687,3391,100%,Iran,58.0,t
3692,30594,100%,,1.0,t
3697,38033,,,1.0,f
3698,30199,,,1.0,f
3699,24114,70%,Lebanon,2.0,t
3701,24251,100%,,1.0,t
3702,40591,100%,Reunion,1.0,t
3715,23881,,,1.0,f
3716,42606,100%,Micronesia,1.0,f
3719,41412,100%,Saint Helena,2.0,f
3724,27545,,,1.0,f
3725,35603,,,2.0,f
3732,23920,,,2.0,f
3738,24033,100%,Uganda,45.0,f
3744,1908,100%,Sao Tome and Principe,2.0,t
3747,36524,100%,Saint Helena,8.0,t
3748,37621,,,1.0,f
3750,13753,100%,,2.0,f
3752,30175,,Russian Federation,2.0,t
3753,1864,,,1.0,f
3754,31361,100%,,1.0,f
3759,37725,100%,Zimbabwe,1.0,f
3760,4506,70%,,1.0,f
3761,39983,100%,,1.0,f
3762,14,,Grenada,1.0,f
3773,12873,,Monaco,1.0,f
3774,47360,100%,,3.0,f
3775,27828,,Lebanon,1.0,f
3777,19271,100%,Jersey,11.0,f
3778,21802,,Lebanon,2.0,f
3781,18564,,,1.0,f
3782,13515,100%,,3.0,t
3784,37053,,Uzbekistan,1.0,f
3785,44361,,,1.0,f
3787,35285,,,1.0,t
3788,30426,100%,Kenya,1.0,f
3791,41126,90%,Saint Helena,1.0,f
3793,27626,,Micronesia,4.0,f
3794,40121,,,1.0,f
3796,31567,50%,,1.0,f
3797,42350,100%,Bahamas,2.0,t
3800,38702,,Micronesia,1.0,f
3806,35873,,,2.0,f
3807,43176,86%,Guinea,3.0,f
3808,33809,,,1.0,f
3809,28540,100%,Vanuatu,12.0,f
3810,9461,,,1.0,t
3814,27070,100%,Uzbekistan,2.0,f
3815,36867,100%,Tanzania,1.0,f
3816,11977,,,1.0,t
3817,219,100%,Congo,2.0,f
3821,3949,,,1.0,f
3829,23345,,,1.0,t
3832,24574,,,1.0,f
3835,37406,100%,Greenland,2.0,f
3837,20867,100%,Guinea,4.0,t
3838,12587,,Lebanon,1.0,t
3840,48737,,Russian Federation,1.0,f
3849,20537,,,1.0,f
3850,8918,100%,,1.0,t
3851,24322,,Guernsey,1.0,t
3853,39260,,,1.0,f
3856,24367,,Niue,1.0,t
3858,21407,,,1.0,t
3860,28833,100%,Venezuela,5.0,f
3866,16240,100%,Tanzania,2.0,t
3868,3278,90%,Guinea,2.0,t
3871,17103,,Somalia,1.0,f
3872,31805,99%,Mauritania,20.0,f
3874,22438,90%,Guinea,2.0,t
3875,8479,,Gambia,1.0,f
3879,4572,100%,,2.0,t
3882,9147,100%,,4.0,f
3885,29092,,,1.0,f
3886,5101,67%,Nauru,1.0,f
3887,43889,100%,Lebanon,2.0,f
3888,43663,,Kenya,1.0,f
3892,22865,,,1.0,f
3893,26831,50%,Fiji,1.0,f
3896,14439,100%,Svalbard & Jan Mayen Islands,1.0,f
3901,22739,100%,Gambia,3.0,t
3905,4278,,,1.0,f
3909,35673,,Zimbabwe,1.0,f
3911,2743,97%,China,23.0,f
3913,3104,43%,Marshall Islands,1.0,f
3919,6108,60%,Peru,1.0,f
3928,640,,Chile,1.0,f
3929,6450,,,1.0,f
3930,38886,,Marshall Islands,1.0,f
3932,22324,100%,Venezuela,6.0,t
3933,2693,,Lebanon,1.0,f
3939,4749,,Brazil,1.0,f
3940,44722,100%,Niue,2.0,f
3945,23250,,,1.0,f
3949,36407,100%,Uganda,2.0,t
3957,2112,100%,Nicaragua,2.0,f
3959,41745,,Togo,1.0,f
3961,22753,,,1.0,f
3964,40462,100%,Rwanda,1.0,f
3968,31882,,,1.0,t
3970,329,,Bosnia and Herzegovina,2.0,f
3971,19900,,Kiribati,1.0,f
3976,19040,,,1.0,f
3978,35505,,Peru,1.0,t
3981,33203,100%,,3.0,f
3983,7874,,Niue,1.0,f
3984,32472,,,1.0,f
3989,7392,,,1.0,t
3991,32417,100%,Fiji,1.0,t
3995,44774,90%,,1.0,t
3996,42888,,Venezuela,1.0,f
3999,9638,0%,Tonga,2.0,f
4006,13251,,,1.0,f
4009,42915,100%,Vanuatu,1.0,f
4010,20665,100%,,2.0,t
4013,7102,100%,Vanuatu,4.0,t
4018,36345,,Uganda,1.0,f
4023,11168,100%,,1.0,f
4024,8978,88%,Brazil,1.0,t
4027,2012,,Ecuador,1.0,f
4028,26633,100%,Guinea,1.0,t
4030,8096,100%,Vietnam,2.0,f
4031,16045,100%,Anguilla,1.0,t
4034,20413,67%,El Salvador,1.0,f
4040,1841,100%,,1.0,f
4044,45215,100%,Niue,1.0,f
4046,90,,Tonga,1.0,f
4048,23686,,,1.0,t
4051,40547,,,1.0,f
4055,4785,100%,,1.0,f
4057,25914,100%,France,2.0,t
4059,40573,75%,,1.0,f
4060,47044,,,1.0,t
4062,40629,,,1.0,f
4068,32661,,,3.0,t
4070,16947,,Chile,2.0,f
4071,3303,,Nauru,2.0,f
4081,32225,,Reunion,1.0,f
4090,5014,100%,,1.0,t
4091,33326,,Nicaragua,1.0,f
4092,1366,25%,Fiji,4.0,f
4094,1729,75%,,2.0,f
4098,13026,100%,,1.0,t
4099,24139,,Grenada,1.0,f
4101,41337,100%,Maldives,5.0,f
4103,46394,100%,Estonia,1.0,f
4105,31096,,Canada,1.0,f
4109,17092,100%,Estonia,2.0,f
4110,31887,,Rwanda,2.0,f
4111,14137,,Isle of Man,1.0,f
4116,32181,,,1.0,t
4119,2027,,Sao Tome and Principe,1.0,f
4122,40203,,,1.0,f
4124,32752,,Anguilla,1.0,f
4127,27682,,,1.0,f
4128,12177,100%,France,6.0,t
4129,5508,,Barbados,1.0,f
4131,5869,,Costa Rica,1.0,f
4136,24812,100%,,1.0,t
4139,42017,,,1.0,f
4140,45519,100%,Puerto Rico,2.0,f
4143,48194,,,1.0,f
4147,7980,100%,Tonga,1.0,f
4150,12242,,Chile,1.0,f
4151,47085,100%,Sao Tome and Principe,1.0,f
4153,13868,,,1.0,f
4154,28057,,Cuba,1.0,f
4156,8304,,,1.0,t
4157,23168,,Bouvet Island (Bouvetoya),3.0,t
4158,48360,,,1.0,t
4159,7067,100%,,1.0,f
4160,47415,,,1.0,f
4161,49924,67%,Vanuatu,2.0,f
4163,25716,,Ghana,2.0,f
4164,11643,,,1.0,t
4166,20216,,United Kingdom,1.0,f
4167,40526,90%,Kenya,1.0,f
4168,33991,,,2.0,f
4170,35768,100%,,1.0,f
4171,42786,,Nicaragua,1.0,t
4173,49456,0%,Venezuela,1.0,f
4175,4920,98%,Estonia,8.0,f
4181,41546,100%,Mauritania,21.0,f
4183,15397,,Turkmenistan,1.0,t
4184,34603,,Gambia,1.0,f
4187,34398,100%,,3.0,t
4188,2014,,,1.0,f
4189,15380,,,1.0,f
4191,41429,,Malta,2.0,t
4193,36917,100%,Croatia,1.0,t
4199,1782,,,2.0,f
4200,38442,,,1.0,f
4204,25605,,Micronesia,2.0,f
4206,46721,100%,,1.0,t
4208,27652,100%,El Salvador,5.0,f
4213,2688,,Lebanon,1.0,t
4220,48810,,Uzbekistan,1.0,t
4221,9992,,Guernsey,1.0,f
4222,10082,100%,Isle of Man,2.0,t
4224,46087,,Sao Tome and Principe,1.0,f
4228,28671,100%,Malawi,2.0,f
4230,24198,25%,French Guiana,4.0,f
4231,35526,100%,,2.0,f
4236,35779,100%,,1.0,f
4238,30583,,,1.0,f
4241,11240,,Svalbard & Jan Mayen Islands,1.0,t
4242,47695,100%,,1.0,f
4247,37943,,Russian Federation,1.0,f
4249,665,100%,Greenland,2.0,t
4252,41098,,Chad,1.0,f
4255,44833,,Venezuela,1.0,f
4257,47326,,,1.0,f
4261,22054,,,1.0,f
4264,17397,,Russian Federation,1.0,f
4266,16781,100%,,1.0,t
4268,12527,,,1.0,f
4270,39847,100%,Venezuela,1.0,f
4272,35391,100%,,2.0,t
4274,11128,,Zimbabwe,1.0,t
4277,8205,,,1.0,t
4278,31063,100%,Gambia,1.0,f
4279,36684,,Croatia,1.0,f
4280,14408,,Niue,1.0,t
4289,25369,100%,Chad,1.0,t
4292,48250,,,1.0,f
4295,26981,,Philippines,4.0,f
4297,45721,100%,Jersey,1.0,t
4299,44783,100%,Senegal,1.0,f
4304,28251,100%,,1.0,t
4307,15147,100%,,1.0,f
4308,7959,100%,Peru,1.0,f
4314,42623,,,1.0,t
4319,29754,,Indonesia,2.0,f
4320,31340,100%,El Salvador,1.0,t
4325,46664,100%,Croatia,2.0,t
4326,39405,100%,United Kingdom,1.0,f
4332,22091,100%,Faroe Islands,9.0,f
4334,6892,100%,,1.0,f
4338,26868,100%,Mauritania,1.0,t
4341,39003,,Gibraltar,1.0,t
4343,10612,100%,Brazil,3.0,f
4345,23184,100%,Lebanon,1.0,t
4348,4352,,United Kingdom,1.0,t
4350,7707,100%,Bouvet Island (Bouvetoya),1.0,t
4353,38701,40%,Niger,27.0,f
4355,2422,,Gambia,2.0,t
4356,36413,,,1.0,f
4358,9846,100%,Indonesia,3.0,t
4361,49716,,Ghana,1.0,t
4364,23725,,Monaco,1.0,f
4367,47858,100%,Sao Tome and Principe,1.0,f
4368,4620,100%,,4.0,t
4376,30157,,,1.0,f
4383,29868,,,1.0,f
4384,33171,,Gibraltar,1.0,f
4387,42212,,,1.0,f
4389,5469,,Lebanon,1.0,f
4390,9923,100%,Gambia,2.0,f
4391,39304,75%,Togo,2.0,t
4394,31218,100%,Saint Helena,1.0,f
4395,11830,100%,Maldives,67.0,t
4396,5290,,,1.0,f
4398,6460,100%,,1.0,f
4399,46539,100%,,2.0,f
4401,23808,100%,,1.0,f
4402,23278,,Kenya,1.0,t
4406,22083,33%,,1.0,t
4407,24998,,Turkmenistan,1.0,t
4408,9130,,Croatia,1.0,f
4419,41353,,Rwanda,1.0,t
4421,45314,,Isle of Man,1.0,t
4422,33696,,Lebanon,2.0,t
4423,38302,,,1.0,t
4424,17393,,Guernsey,1.0,f
4425,5718,,Yemen,4.0,t
4432,37646,100%,Estonia,60.0,f
4433,14805,,Ghana,2.0,f
4436,26335,,Guernsey,1.0,t
4438,24238,,,1.0,f
4439,34013,80%,,2.0,t
4440,33747,,Mauritania,1.0,f
4445,14221,33%,,1.0,f
4446,7400,100%,,1.0,f
4447,7027,100%,Gibraltar,1.0,f
4448,3891,,,1.0,f
4450,2975,,Faroe Islands,1.0,f
4451,32315,100%,,1.0,f
4452,32116,88%,,3.0,t
4454,12141,,,1.0,t
4456,5735,,Turkmenistan,1.0,t
4459,478,100%,Holy See (Vatican City State),1.0,f
4470,49007,,Chile,1.0,f
4472,14330,100%,Indonesia,1.0,t
4483,4979,100%,United Kingdom,1.0,f
4484,44744,,Saint Helena,1.0,f
4489,42835,100%,,2.0,f
4491,49319,,Niue,1.0,f
4492,15865,,,1.0,f
4496,2947,,Russian Federation,2.0,f
4497,45689,,,1.0,f
4500,33938,100%,United Kingdom,2.0,f
4503,49181,,,1.0,t
4504,39801,,Holy See (Vatican City State),1.0,f
4508,39216,,,1.0,t
4510,37268,,,1.0,t
4513,39704,,Montserrat,1.0,t
4516,3944,,,1.0,t
4519,48534,,Chad,1.0,f
4524,8835,,Wallis and Futuna,1.0,f
4527,897,,Bahrain,1.0,t
4532,10785,,,1.0,t
4534,35443,100%,French Guiana,1.0,t
4536,24371,,France,1.0,f
4538,20368,,,1.0,t
4539,19178,100%,,2.0,f
4541,24349,100%,Guinea,2.0,t
