,id,shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id
553,20222,Estonia,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,416.0",15868
554,17787,Kiribati,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,299.0",13647
555,73517,Bosnia and Herzegovina,Type F5,Plasma,ThetaBase Services,7.0,11,strict,7.0,f,f,"$10,620.0",35141
556,34849,Nicaragua,Type F5,Plasma,ThetaBase Services,4.0,6,moderate,4.0,f,f,"$3,210.0",33815
557,4210,Malta,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,0.0,f,f,"$1,325.0",19776
558,41856,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,1,strict,1.0,f,f,"$2,105.0",6115
559,72755,Costa Rica,Type O3,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,390.0",7777
560,73868,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,f,f,"$2,430.0",48200
561,225,Malta,Type F5,Plasma,ThetaBase Services,1.0,4,moderate,1.0,f,f,"$1,975.0",16304
562,38468,Barbados,Type V5,Plasma,ThetaBase Services,3.0,8,moderate,5.0,t,f,"$4,588.0",7561
563,76406,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,6,strict,4.0,f,f,"$3,470.0",14045
564,10859,Malta,Type V5,Quantum,ThetaBase Services,2.0,1,flexible,1.0,f,f,"$1,325.0",33820
565,73613,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,t,f,"$1,780.0",27074
566,47558,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,221.0",25385
567,26574,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$3,145.0",46515
568,66937,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,390.0",40997
569,12365,Malta,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$2,261.0",11833
570,42162,Anguilla,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,t,f,"$1,260.0",40683
571,14681,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,0.0,f,f,"$1,468.0",48487
572,68514,Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,2,strict,2.0,f,f,"$1,507.0",6060
573,51424,Malta,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$1,390.0",23512
574,10644,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,195.0",24700
575,62602,Niue,Type F5,Quantum,"Banks, Wood and Phillips",1.0,2,moderate,1.0,f,f,"$1,455.0",2046
576,1282,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,533.0",6966
577,51965,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$4,120.0",3934
578,23608,Bouvet Island (Bouvetoya),Type F5,Quantum,"Banks, Wood and Phillips",1.0,2,flexible,1.0,f,f,"$2,079.0",6069
579,29465,Marshall Islands,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,455.0",37548
580,55137,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,3,moderate,2.0,t,f,"$1,884.0",7824
581,68472,Malta,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,377.0",21836
582,59371,Malta,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$1,325.0",19267
583,17549,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$2,300.0",17341
584,58621,Malta,Type V2,Plasma,ThetaBase Services,3.0,5,strict,3.0,t,f,"$3,015.0",37392
585,31595,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$2,040.0",45973
586,49445,Rwanda,Type V5,Quantum,"Banks, Wood and Phillips",1.0,2,moderate,1.0,f,f,"$1,260.0",42301
587,27263,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,118.0",625
588,70309,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,663.0",18869
589,23252,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,624.0",19776
590,66472,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,390.0",5647
591,34908,Russian Federation,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,t,f,"$2,872.0",37646
592,45771,Rwanda,Type G0,Plasma,ThetaBase Services,2.0,5,strict,2.0,t,f,"$2,755.0",37646
593,27336,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,767.0",22178
594,52053,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,3,strict,3.0,f,f,"$1,234.0",1264
595,8342,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,t,f,"$1,897.0",30435
596,72014,Malta,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,t,f,"$1,325.0",45291
597,33957,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,t,f,"$2,378.0",28203
598,19834,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,546.0",3148
599,69363,United Kingdom,Type F5,Quantum,"Banks, Wood and Phillips",1.0,2,strict,1.0,f,f,"$1,416.0",41867
600,57616,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,820.0",41501
601,72175,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,455.0",28483
602,53472,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,923.0",24519
603,3262,Sao Tome and Principe,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,105.0",36814
604,5263,Sao Tome and Principe,Type O3,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,105.0",36814
605,10377,Gambia,Type F5,Quantum,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$2,040.0",29932
606,54404,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,2.0,t,f,"$2,807.0",19721
607,36045,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,845.0",3566
608,5577,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,520.0",33163
609,13666,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,2.0,5,strict,2.0,f,f,"$1,390.0",46427
610,8309,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,3.0,f,f,"$1,910.0",29261
611,25690,Niue,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,585.0",32164
612,46438,Costa Rica,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,650.0",40869
613,39812,Malta,Type V2,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$1,455.0",22347
614,5614,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,2.0,5,strict,5.0,f,f,"$2,300.0",36506
615,11153,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,234.0",24198
616,69937,Malta,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,390.0",8032
617,27136,Sao Tome and Principe,Type E3,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,650.0",282
618,7798,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,845.0",7635
619,11775,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,235.0",5023
620,53816,Indonesia,Type F5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$1,910.0",22091
621,23354,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,144.0",40737
622,52588,Estonia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,t,f,"$2,157.0",2293
623,7183,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,f,f,"$2,820.0",43668
624,5529,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,520.0",24236
625,17829,Faroe Islands,Type O3,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,325.0",31806
626,42944,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,t,f,"$4,120.0",9948
627,13696,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,2.0,f,f,"$2,209.0",20857
628,29191,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$3,509.0",29421
629,75785,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,299.0",5048
630,126,Bouvet Island (Bouvetoya),Type V5,Plasma,Warwick Technology Multinational,1.0,2,moderate,1.0,f,f,"$2,144.0",5798
631,44131,Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,f,f,"$4,380.0",13365
632,50578,Malta,Type V5,Plasma,ThetaBase Services,1.0,3,strict,2.0,t,f,"$2,313.0",35593
633,1019,Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,4.0,9,moderate,8.0,f,f,"$5,420.0",5629
634,46819,Faroe Islands,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$1,559.0",27231
635,56085,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,0.0,f,f,"$2,300.0",43692
636,71067,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,t,f,"$3,067.0",28224
637,22563,Malta,Type V5,Quantum,ThetaBase Services,1.0,1,strict,2.0,f,f,"$1,325.0",8545
638,7741,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$4,575.0",12942
639,70902,Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,4.0,6,moderate,4.0,f,f,"$3,145.0",24945
640,37769,Switzerland,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$1,195.0",49189
641,9091,Malta,Type V5,Plasma,ThetaBase Services,,2,moderate,1.0,f,f,"$1,767.0",28448
642,22065,Brazil,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,195.0",6438
643,8653,Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,f,f,"$3,795.0",33823
644,8077,Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,5.0,9,strict,6.0,f,f,"$6,720.0",16697
645,62480,Barbados,Type F5,Plasma,ThetaBase Services,4.0,8,strict,4.0,f,f,"$2,807.0",39952
646,4649,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,f,f,"$2,092.0",42104
647,57746,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,403.0",6230
648,59404,Barbados,Type V5,Plasma,ThetaBase Services,3.0,10,moderate,6.0,f,f,"$6,070.0",33823
649,23143,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,f,f,"$2,170.0",34103
650,34061,Anguilla,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,650.0",2778
651,59305,Uzbekistan,Type V5,Plasma,ThetaBase Services,2.0,2,flexible,2.0,f,f,"$2,170.0",25329
652,42529,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,f,f,"$1,871.0",28384
653,57399,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,455.0",31310
654,7842,Anguilla,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$2,430.0",25180
655,57167,Costa Rica,Type V2,Quantum,ThetaBase Services,2.0,4,flexible,3.0,f,f,"$1,377.0",15963
656,48141,Marshall Islands,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,169.0",37909
657,11376,Gambia,Type V2,Plasma,ThetaBase Services,3.0,8,strict,3.0,t,f,"$2,040.0",26052
658,54171,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$2,430.0",34865
659,56202,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,585.0",35841
660,73229,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,4,moderate,1.0,f,f,"$2,560.0",9797
661,8663,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,260.0",40757
662,1525,Uzbekistan,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,156.0",16356
663,32980,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,520.0",9659
664,2748,Malta,Type V5,Quantum,ThetaBase Services,1.0,4,strict,3.0,t,f,"$2,495.0",35593
665,39045,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$2,170.0",20588
666,57771,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,040.0",25618
667,77096,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$2,950.0",24144
668,27169,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,429.0",32480
669,19940,Faroe Islands,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,455.0",29302
670,51401,Estonia,Type F5,Quantum,"Banks, Wood and Phillips",1.0,2,flexible,1.0,f,f,"$1,338.0",36943
671,31502,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,234.0",9437
672,47795,Nicaragua,Type O3,Quantum,ThetaBase Services,1.0,2,strict,0.0,f,f,"$1,975.0",41755
673,71147,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,598.0",38218
674,32821,Kiribati,Type V2,Plasma,ThetaBase Services,3.0,6,moderate,3.0,f,f,"$2,495.0",1020
675,65561,Malta,Type G0,Plasma,ThetaBase Services,1.0,3,strict,2.0,f,f,"$2,690.0",30283
676,70128,Malta,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$3,080.0",30283
677,25145,Micronesia,Type G0,Plasma,ThetaBase Services,1.0,5,moderate,3.0,f,f,"$3,145.0",30283
678,39917,Malta,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,1.0,f,f,"$2,040.0",37215
679,2788,Bouvet Island (Bouvetoya),Type V2,Plasma,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$2,105.0",38060
680,5601,Rwanda,Type F5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,690.0",36423
681,27796,Faroe Islands,Type V5,Quantum,ThetaBase Services,3.0,2,flexible,4.0,f,f,"$1,507.0",40171
682,8860,Estonia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,,f,f,"$1,676.0",522
683,6852,Costa Rica,Type F5,Quantum,ThetaBase Services,2.0,4,moderate,3.0,f,f,"$2,430.0",14018
684,9708,Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,650.0",14018
685,34534,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$2,040.0",45905
686,15449,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,1.0,f,f,"$2,040.0",49030
687,13665,United Kingdom,Type V7,Quantum,ThetaBase Services,1.0,1,strict,2.0,f,f,"$1,520.0",4906
688,33109,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,t,f,"$2,105.0",1877
689,41228,Estonia,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,234.0",47076
690,14569,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,585.0",34018
691,49276,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,t,f,"$2,170.0",26052
692,20559,Gambia,Type V2,Quantum,ThetaBase Services,3.0,8,moderate,3.0,f,f,"$1,520.0",26052
693,69609,Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,2.0,f,f,"$1,650.0",14018
694,51893,Russian Federation,Type V5,Plasma,ThetaBase Services,3.0,6,strict,4.0,f,f,"$5,095.0",35198
695,68600,Niue,Type V7,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,560.0",39023
696,32678,Niue,Type O3,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$2,300.0",6407
697,20570,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$5,407.0",944
698,32145,Barbados,Type V2,Plasma,ThetaBase Services,4.0,10,strict,6.0,t,f,"$4,757.0",39952
699,64879,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,300.0",6280
700,6244,Rwanda,Type F5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,455.0",34653
701,27429,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,0.0,f,f,"$1,988.0",34296
702,48916,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,455.0",18848
703,11239,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$2,105.0",18848
704,46949,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,520.0",40678
705,16716,Russian Federation,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,325.0",4094
706,16202,Barbados,Type V5,Plasma,"Banks, Wood and Phillips",0.0,2,strict,1.0,f,f,"$2,547.0",23301
707,28176,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,2.0,f,f,"$1,845.0",27357
708,10680,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,520.0",5858
709,59119,Micronesia,Type V5,Plasma,"Banks, Wood and Phillips",1.0,4,strict,1.0,t,f,"$2,105.0",30435
710,53582,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,910.0",14240
711,51765,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,t,f,"$2,560.0",30435
712,67365,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,1.0,f,f,"$2,430.0",3362
713,61333,Estonia,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,195.0",22316
714,53436,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,157.0",44459
715,69737,Barbados,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$3,548.0",12942
716,71794,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,780.0",14700
717,49289,Wallis and Futuna,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,325.0",2080
718,62949,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,455.0",5858
719,9782,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,520.0",7179
720,18099,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,f,f,"$2,170.0",38198
721,41459,Gambia,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,130.0",23009
722,5424,Niue,Type O3,Quantum,ThetaBase Services,3.0,2,moderate,4.0,f,f,"$1,910.0",6407
723,6731,Russian Federation,Type F5,Plasma,ThetaBase Services,3.0,6,strict,3.0,f,f,"$2,495.0",4094
724,22637,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,260.0",46361
725,60786,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,390.0",458
726,70993,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,235.0",24068
727,7419,Barbados,Type V2,Quantum,"Banks, Wood and Phillips",1.0,3,strict,2.0,f,f,"$1,650.0",25728
728,50401,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,1,strict,2.0,f,f,"$1,650.0",17772
729,10689,Niue,Type V5,Plasma,ThetaBase Services,0.0,3,moderate,0.0,f,f,"$1,572.0",10594
730,5561,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$3,457.0",24533
731,50213,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$2,690.0",37383
732,46232,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$2,170.0",23865
733,42690,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,3,strict,2.0,t,f,"$2,378.0",32263
734,3530,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,572.0",11332
735,40579,Costa Rica,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,650.0",32801
736,15876,Russian Federation,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,325.0",4094
737,39375,Bosnia and Herzegovina,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,338.0",9307
738,4238,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,105.0",47848
739,31862,Faroe Islands,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,650.0",15984
740,34484,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$1,767.0",34865
741,70971,Sao Tome and Principe,Type V2,Plasma,ThetaBase Services,3.0,7,moderate,4.0,f,f,"$4,120.0",29564
742,7177,United Kingdom,Type F5,Plasma,ThetaBase Services,4.0,8,strict,5.0,f,f,"$2,950.0",30822
743,23877,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$2,430.0",25164
744,22672,Marshall Islands,Type F5,Plasma,ThetaBase Services,4.0,10,strict,7.0,f,f,"$2,755.0",45010
745,52561,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,950.0",37662
746,12932,Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,3.0,5,strict,3.0,f,f,"$2,560.0",20617
747,13030,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,767.0",44145
748,30281,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,560.0",9264
749,26984,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,910.0",4517
750,14885,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$4,705.0",4267
751,4728,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,0.0,2,moderate,2.0,t,f,"$1,715.0",20482
752,61219,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$3,470.0",41755
753,10745,Micronesia,Type V2,Quantum,ThetaBase Services,1.0,2,flexible,2.0,f,f,"$2,430.0",18566
754,38079,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,4,flexible,4.0,t,f,"$1,975.0",4946
755,42156,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,377.0",15023
756,55466,Anguilla,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,858.0",11380
757,33739,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,3,strict,2.0,f,f,"$2,625.0",10479
758,8232,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,3,strict,0.0,f,f,"$1,455.0",24728
759,3522,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,3,flexible,3.0,f,f,"$1,845.0",12006
760,28198,Niue,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,897.0",4361
761,42688,Anguilla,Type F5,Plasma,ThetaBase Services,4.0,8,strict,5.0,f,f,"$4,120.0",9819
762,19325,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,f,f,"$1,520.0",27022
763,54805,Kiribati,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,520.0",14479
764,74118,Chad,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,455.0",24366
765,22697,Malta,Type F5,Plasma,ThetaBase Services,5.0,8,strict,8.0,f,f,"$4,120.0",32065
766,76011,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,780.0",44477
767,40345,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,flexible,2.0,f,f,"$2,300.0",21280
768,13710,Malta,Type V2,Nuclear,ThetaBase Services,1.0,16,strict,16.0,f,f,"$1,208.0",44194
769,70087,Malta,Type V5,Quantum,ThetaBase Services,0.0,4,flexible,4.0,f,f,"$1,091.0",20807
770,62112,Kiribati,Type F5,Plasma,ThetaBase Services,4.0,9,strict,6.0,f,f,"$3,457.0",12210
771,57751,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,f,f,"$2,768.0",8058
772,39021,Nicaragua,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,520.0",13977
773,31627,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,650.0",10578
774,64053,Russian Federation,Type Y4,Nuclear,ThetaBase Services,1.0,1,flexible,2.0,f,f,"$2,222.0",1963
775,29435,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,3,moderate,2.0,t,f,"$1,806.0",22324
776,31816,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,455.0",38078
777,44273,Sao Tome and Principe,Type O3,Quantum,ThetaBase Services,4.0,10,strict,10.0,f,f,"$4,640.0",15160
778,66046,Wallis and Futuna,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,507.0",47548
779,1458,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$2,144.0",7671
780,72070,Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,t,f,"$2,807.0",39952
781,57480,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,325.0",7914
782,75275,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,3,strict,0.0,f,f,"$1,390.0",24728
783,29979,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,1,strict,0.0,f,f,"$1,650.0",15193
784,15387,Niue,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,975.0",38401
785,29316,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,235.0",21263
